Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD
213,2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro Venture Capital Firm Gems Partners And Others",Seed/ Angel Funding,436000.0
214,2018-07-24,Kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180000.0
215,2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000.0
216,2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education And Mahavir Agency",Private Equity,17000000.0
217,2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"Beenext , Weh Ventures And Sprout Ventures",Seed/ Angel Funding,1250000.0
218,2018-07-25,Iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast And Exfinity,Seed/ Angel Funding,2500000.0
219,2018-07-26,Entropik,It,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, Idfc-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000.0
221,2018-07-26,Thecapitalnet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments Llc (Lfi),Private Equity,500000.0
222,2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000.0
223,2018-07-30,Cure Fit,Consumer Internet,Health And Fitness Platform,Bengaluru,"Idg Ventures, Accel Partners, Kalaari Capital And Others",Private Equity,120000000.0
224,2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For Sme,Chennai,"Tpg, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000.0
225,2018-07-31,Healthsignz,Healthcare,Health And Well Being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000.0
226,2018-06-01,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000.0
227,2018-06-04,Digiconectt,Technology,Sales Analytics And Enablement Platform,Bengaluru,Aspire Logistics Llc,Seed/ Angel Funding,125000.0
231,2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (Oijif),Private Equity,23000000.0
232,2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, Saif Partners, Y Combinator And Venture Highway",Private Equity,11500000.0
233,2018-06-10,Ayefinance,Finance,Online Lending Platform,Gurugram,"Capitalg, Saif Partners And Lgt Impact Ventures",Private Equity,21500000.0
235,2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000.0
236,2018-06-12,Eshakti,E-Commerce,Fashion E-Tailer,Chennai,Paragon Partners,Private Equity,10100000.0
237,2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital And Sequoia Capital,Seed/ Angel Funding,3000000.0
238,2018-06-13,Nirogstreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray And Samir Kumar",Seed/ Angel Funding,300000.0
239,2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"Letsventure, Rajan Anandan, Basab Pradhan, Vivek Khare And Bijoy George",Seed/ Angel Funding,450000.0
241,2018-06-14,Homelane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3450000.0
242,2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000.0
243,2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0
244,2018-06-18,Elucidata,It,Data Analytics (Saas),Delhi & Cambridge,Hyperplane Venture Capital And Several Angel Investors,Seed/ Angel Funding,1700000.0
246,2018-06-19,Rentsher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, Letsventure & Others",Seed/ Angel Funding,1100000.0
247,2018-06-20,Drip Capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator And Others.",Private Equity,15000000.0
248,2018-06-22,Wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000.0
249,2018-06-25,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Softbank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000.0
250,2018-06-25,Hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000000.0
251,2018-06-25,Sqqrl,Finance,App-Based Investment Platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000.0
252,2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000.0
253,2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, Idg Venture, Endiya Partners, Pi Ventures, Vh Capital, Axilor Ventures And Binny Bansal",Private Equity,19000000.0
254,2018-06-27,Wow Express,Technology,E-Commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0
255,2018-06-28,Front Desk Ai,Technology,An Ai Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000.0
256,2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000.0
258,2018-05-02,Opentap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0
259,2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (Ifc), Accel Partners And Idg Ventures",Private Equity,22000000.0
260,2018-05-03,Disprz,It,Saas,Chennai,"Il&Fs Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000.0
261,2018-05-07,Paisadukan,Consumer Internet,P2P Lending Platform,Mumbai,Unknown,Seed / Angel Funding,225000.0
262,2018-05-09,I3Sysytems,Technology,Ai Product Company For Health And Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil And Jerxis Vandrevala",Seed / Angel Funding,1000000.0
263,2018-05-11,Earth Food,Consumer Internet,Agri-Tech,Pune,Rairah Corporation,Seed / Angel Funding,949000.0
264,2018-05-14,Nykaa,Consumer Internet,Beauty E-Tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",Private Equity,24000000.0
265,2018-05-16,Mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners And Mayur Abhaya Srisrimal",Private Equity,4200000.0
266,2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume Ventures,Seed/ Angel Funding,300000.0
267,2018-05-21,Milkbasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures And Blume Ventures",Private Equity,7000000.0
268,2018-05-22,Vola,Finance,Micro Lending Platform,Bengaluru,Credika And Unnamed Angel Investors,Seed/ Angel Funding,500000.0
269,2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,Letsventure,Seed/ Angel Funding,735000.0
270,2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,Rs Shanbag,Seed/ Angel Funding,735000.0
271,2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000.0
272,2018-05-24,Smartivity,Ed-Tech,Designer Of Toys And Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000.0
273,2018-05-24,Bonphulapl,Clean-Tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta And Saurabh Rastogi,Seed/ Angel Funding,293000.0
274,2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, Nr Narayana Murthy.",Seed/ Angel Funding,12000000.0
275,2018-05-28,Hwell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G And Bhavesh P, R Ranganathan, Oncotrust And Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000.0
276,2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network And Accion Venture Labs",Seed/ Angel Funding,1500000.0
277,2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. And Mastercard,Private Equity,8000000.0
279,2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"Indusage Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, Abb Technology Ventures, Omnivore, Blume Ventures, Venture Highway And Beenext",Private Equity,14000000.0
280,2018-05-31,Credright,Consumer Internet,Lending Platform For Smes,Hyderabad,"Accion Venture Lab, Yournest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1300000.0
281,2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha Fund Partners, Arihant Patni Of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna And Taparia Family Office.",Private Equity,2000000.0
282,2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures And Mohit Khadaria,Seed / Angel Funding,307600.0
284,2018-04-02,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,Unknown,Seed / Angel Funding,1300000.0
285,2018-04-04,Varthana,Finance,Loans And Services To Affordable Private Schools In India,Bengaluru,"Chryscapital, Existing Investors, Elevar Equity, Lgt Impact, Omidyar Network And Kaizen Private Equity Also Participated In The Round",Private Equity,55000000.0
286,2018-04-05,Indigolearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, Founder And Chairman Of Career Information Portal Careers360, And Jamshed Jeejeebhoy, Director At Byramjee Jeejeebhoy Pvt. Ltd Were Among The Angels",Seed / Angel Funding,150000.0
287,2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0
288,2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures And Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.0
289,2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,1000000.0
291,2018-04-09,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,Unknown,Seed / Angel Funding,46140.0
293,2018-04-10,Traveltriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, Saif Partners, Bessemer Venture Partners, Rb Investments & Others",Private Equity,12000000.0
294,2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"Sri Capital, Waterbridge Ventures And Thinkuvate",Seed / Angel Funding,1000000.0
295,2018-04-12,Ayefinance,Finance,Online Lending Platform,Gurugram,"Blueorchard Finance Ltd, Hinduja Leyland Finance And Intellegrow",Debt Funding,4600000.0
296,2018-04-13,Mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,2000000.0
297,2018-04-16,Icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,500000.0
299,2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica And Others.",Private Equity,22000000.0
302,2018-04-19,Fyle Technologies,Technology,Ai Based Expense Management Platform,Bengaluru,Pravega Ventures And Beenext,Seed / Angel Funding,1100000.0
303,2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank And Ts Investment",Private Equity,23000000.0
305,2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed / Angel Funding,1900000.0
306,2018-04-22,Nykaa,Consumer Internet,Beauty E-Tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",Private Equity,11000000.0
307,2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Unknown,Seed / Angel Funding,150000.0
308,2018-04-23,Capital Float,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,22000000.0
309,2018-04-25,Trip Shelf,Consumer Internet,Online Travel Marketplace,Delhi,"Gems Advisory, Alok Mittal And Sachin Bhatia",Seed / Angel Funding,246000.0
310,2018-04-26,Popxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, Oppo, Idg Ventures India, Kalaari Capital, Gree Ventures And Summit Media",Private Equity,5500000.0
312,2018-04-27,1Mg,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd And Hbm Healthcare Investments Ltd",Private Equity,10000000.0
314,2018-04-30,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments And Others,Private Equity,7500000.0
315,2018-04-30,Myloancare,Finance,B2C Online Loans Marketplace,Gurgaon,Sar Group,Seed / Angel Funding,978000.0
317,2018-03-01,Buddy4Studdy,Consumer Internet,Online Scholarship Portal,Noida,Cba Capital And Others,Private Equity,3000000.0
318,2018-03-01,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,"Sequoia Capital, Saif Partners And Kalaari Capital",Private Equity,12000000.0
319,2018-03-03,Kuvera,Consumer Internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri And Ankit Kesarwani",Seed / Angel Funding,250000.0
320,2018-03-04,Gramophone,Technology,Agri-Tech,Indore,Infoedge,Seed/Angel Funding,1000000.0
321,2018-03-05,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,Growx Ventures",Private Equity,2100000.0
322,2018-03-05,Medgenome,Healthcare,"Genetic Screening, Dna Diagnostics Labs & Research Centers",Bengaluru,"Hdfc Life, Hdfc Asset Management",Private Equity,10000000.0
323,2018-03-05,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,6000000.0
324,2018-03-05,Hotelogix,Technology,Cloud Based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners And Saama Capital",Private Equity,5000000.0
325,2018-03-04,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed / Angel Funding,1100000.0
326,2018-03-06,Ad2Pro,Technology,"Creative Design, Brand, Media And Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000.0
327,2018-03-06,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon Nv,Private Equity,7600000.0
328,2018-03-08,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,38400000.0
329,2018-03-08,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,1000000.0
330,2018-03-12,Healthcare,Consumer Internet,Healthcare Aggregator,Mumbai,Hr Fund,Seed / Angel Funding,1000000.0
331,2018-03-13,Pinelabs,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity,82000000.0
333,2018-03-14,Availfinance,Consumer Internet,Online Lending Platform,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah And Manish Patel.",Private Equity,17200000.0
334,2018-03-15,Grofers,Consumer Internet,Online Grocery Shop,Gurugram,"Softbank, Tiger Global And Apoletto Managers.",Private Equity,62000000.0
335,2018-03-19,Fingerlix,Consumer Internet,Ready To Cook Food Solution,Mumbai,Alteria Capital,Debt Funding,1310000.0
336,2018-03-19,Karma Healthcare,Healthcare,Technology Enabled Equitable Healthcare For India,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,500000.0
337,2018-03-19,Zappfresh,Food & Beverages,Online Raw Meat E-Tailer,Gurugram,"Amit Burman, Sidbi Venture Capital",Seed / Angel Funding,3000000.0
338,2018-03-19,Customersucessbox,Technology,Customer Success Software For B2B Saas,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,1000000.0
341,2018-03-22,Chargebee,Technology,Subscription Billing & Recurring Payments Software,Chennai,"Insight Venture Partners, Accel Partners And Tiger Global Management.",Private Equity,18000000.0
342,2018-03-22,I2I Funding,Consumer Internet,Online Loan Platform,Noida,Sucseed Venture Partners,Seed / Angel Funding,768000.0
343,2018-03-22,Slang Labs,Technology,Voice-Based Assistant Platform,Bengaluru,Endiya Partners,Seed / Angel Funding,1240000.0
345,2018-03-26,Cash Suvidha,Consumer Internet,Online Loan Platform,Delhi,"Initia Holdings,Vipin Agarwal And Others.",Seed / Angel Funding,1000000.0
346,2018-03-28,Roadcast,Technology,Fleet Management And Asset Monitoring Platform,Delhi,Unknown,Private Equity,250000.0
347,2018-03-28,Smartcoin,Finance,Micro Lending Company,Bengaluru,"Accion Venture Lab, Unicorn India Ventures And Isme Ace.",Seed / Angel Funding,2000000.0
348,2018-03-27,The Print,Media,News Portal,Delhi,Ratan Tata,Seed / Angel Funding,535000.0
349,2018-03-27,Driveu,Technology,Professional Car Drivers Hiring App,Bengaluru,Amit Singhal And Unitus Seed Fund,Private Equity,3000000.0
351,2018-02-01,Bigbasket,Consumer Internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,300000000.0
352,2018-02-01,Zomato,Food And Beverages,Food Ordering And Restaurant Discovery,Gurugram,Ant Financials,Private Equity,200000000.0
353,2018-02-05,Pratilipi,Publishing,E-Publishing,Bengaluru,Omidyar Network,Private Equity,4300000.0
354,2018-02-05,Asia Institute Of Medical Science,Healthcare,Super-Specialty Hospital,Faridabad,Cdc Group Plc,Private Equity,21000000.0
355,2018-02-05,Collegedekho,Consumer Internet,Online Platform For Higher Education Services,Gurugram,"Man Capital Llp, Girnar Software, Others",Private Equity,2000000.0
357,2018-02-06,Healthi,Healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,3100000.0
358,2018-02-07,Swiggy,Food And Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,100000000.0
359,2018-02-08,Shape,Healthcare,"Online Portal For Diet,Fitness And Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,100000000.0
360,2018-02-08,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,50000000.0
361,2018-02-09,Healthifyme,Healthcare,Mobile Weight Loss Coach,Bengaluru,Sistema Asia Fund,Private Equity,12000000.0
363,2018-02-09,Rupeek,Consumer Internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,6830000.0
